,Wavelength,V1,V2,Out
0,480,1.0,1.0,-0.3359375
1,480,1.0612244897959184,1.0,-0.3362343750000001
2,480,1.1224489795918366,1.0,-0.33621875
3,480,1.183673469387755,1.0,-0.33621875
4,480,1.2448979591836735,1.0,-0.33624999999999994
5,480,1.306122448979592,1.0,-0.3362812500000001
6,480,1.3673469387755102,1.0,-0.33634374999999994
7,480,1.4285714285714286,1.0,-0.33621875
8,480,1.489795918367347,1.0,-0.33639062499999994
9,480,1.5510204081632653,1.0,-0.33639062499999994
10,480,1.6122448979591837,1.0,-0.33648437499999995
11,480,1.6734693877551021,1.0,-0.33639062499999994
12,480,1.7346938775510203,1.0,-0.33657812499999995
13,480,1.7959183673469388,1.0,-0.33657812499999995
14,480,1.8571428571428572,1.0,-0.33667187499999995
15,480,1.9183673469387754,1.0,-0.3366562500000001
16,480,1.9795918367346939,1.0,-0.3368906250000001
17,480,2.0408163265306123,1.0,-0.3369843750000001
18,480,2.1020408163265305,1.0,-0.33706250000000004
19,480,2.163265306122449,1.0,-0.33725000000000005
20,480,2.2244897959183674,1.0,-0.3374999999999999
21,480,2.2857142857142856,1.0,-0.33775
22,480,2.3469387755102042,1.0,-0.337984375
23,480,2.4081632653061225,1.0,-0.33848437499999995
24,480,2.4693877551020407,1.0,-0.33895312499999997
25,480,2.5306122448979593,1.0,-0.33965625
26,480,2.5918367346938775,1.0,-0.3404687500000001
27,480,2.6530612244897958,1.0,-0.34187499999999993
28,480,2.7142857142857144,1.0,-0.343515625
29,480,2.7755102040816326,1.0,-0.3457656250000001
30,480,2.836734693877551,1.0,-0.3484687500000001
31,480,2.8979591836734695,1.0,-0.3523750000000001
32,480,2.9591836734693877,1.0,-0.3563750000000001
33,480,3.020408163265306,1.0,-0.36048437499999997
34,480,3.0816326530612246,1.0,-0.3639375
35,480,3.142857142857143,1.0,-0.3664687499999999
36,480,3.204081632653061,1.0,-0.36754687499999994
37,480,3.2653061224489797,1.0,-0.36782812499999995
38,480,3.326530612244898,1.0,-0.36653125
39,480,3.387755102040816,1.0,-0.3634375000000001
40,480,3.4489795918367347,1.0,-0.35773437499999994
41,480,3.510204081632653,1.0,-0.34821875
42,480,3.571428571428571,1.0,-0.331984375
43,480,3.63265306122449,1.0,-0.2136093750000001
44,480,3.693877551020408,1.0,1.79884375
45,480,3.7551020408163263,1.0,2.047984375
46,480,3.816326530612245,1.0,2.047984375
47,480,3.877551020408163,1.0,2.047984375
48,480,3.9387755102040813,1.0,2.047984375
49,480,4.0,1.0,2.047984375
50,480,1.0,1.0,0.007234375
51,480,1.0,1.0612244897959184,-0.33620312499999994
52,480,1.0,1.1224489795918366,-0.33610937499999993
53,480,1.0,1.183673469387755,-0.3361875000000001
54,480,1.0,1.2448979591836735,-0.33624999999999994
55,480,1.0,1.306122448979592,-0.33629687499999994
56,480,1.0,1.3673469387755102,-0.33615624999999993
57,480,1.0,1.4285714285714286,-0.33634374999999994
58,480,1.0,1.489795918367347,-0.3363125
59,480,1.0,1.5510204081632653,-0.33639062499999994
60,480,1.0,1.6122448979591837,-0.3362812500000001
61,480,1.0,1.6734693877551021,-0.3365
62,480,1.0,1.7346938775510203,-0.33653124999999995
63,480,1.0,1.7959183673469388,-0.33653124999999995
64,480,1.0,1.8571428571428572,-0.336546875
65,480,1.0,1.9183673469387754,-0.3367031250000001
66,480,1.0,1.9795918367346939,-0.33676562499999996
67,480,1.0,2.0408163265306123,-0.33678125000000003
68,480,1.0,2.1020408163265305,-0.33695312499999996
69,480,1.0,2.163265306122449,-0.3370781250000001
70,480,1.0,2.2244897959183674,-0.3372656249999999
71,480,1.0,2.2857142857142856,-0.33728125
72,480,1.0,2.3469387755102042,-0.33762500000000006
73,480,1.0,2.4081632653061225,-0.3378593750000001
74,480,1.0,2.4693877551020407,-0.338171875
75,480,1.0,2.5306122448979593,-0.33834374999999994
76,480,1.0,2.5918367346938775,-0.3389375000000001
77,480,1.0,2.6530612244897958,-0.3394531249999999
78,480,1.0,2.7142857142857144,-0.340078125
79,480,1.0,2.7755102040816326,-0.34085937499999996
80,480,1.0,2.836734693877551,-0.3419375
81,480,1.0,2.8979591836734695,-0.3431249999999999
82,480,1.0,2.9591836734693877,-0.34448437499999995
83,480,1.0,3.020408163265306,-0.3463281250000001
84,480,1.0,3.0816326530612246,-0.3482812500000001
85,480,1.0,3.142857142857143,-0.3503125
86,480,1.0,3.204081632653061,-0.3521406250000001
87,480,1.0,3.2653061224489797,-0.3547968749999999
88,480,1.0,3.326530612244898,-0.356953125
89,480,1.0,3.387755102040816,-0.3590781249999999
90,480,1.0,3.4489795918367347,-0.36106250000000006
91,480,1.0,3.510204081632653,-0.3630781249999999
92,480,1.0,3.571428571428571,-0.3647031249999999
93,480,1.0,3.63265306122449,-0.36612500000000003
94,480,1.0,3.693877551020408,-0.3671562500000001
95,480,1.0,3.7551020408163263,-0.3680000000000001
96,480,1.0,3.816326530612245,-0.36853125
97,480,1.0,3.877551020408163,-0.36864062500000006
98,480,1.0,3.9387755102040813,-0.36854687500000005
99,480,1.0,4.0,-0.36806249999999996
100,480,1.0,1.0,-0.349796875
101,480,1.0612244897959184,1.0612244897959184,-0.336171875
102,480,1.1224489795918366,1.1224489795918366,-0.3363750000000001
103,480,1.183673469387755,1.183673469387755,-0.3363750000000001
104,480,1.2448979591836735,1.2448979591836735,-0.3364218750000001
105,480,1.306122448979592,1.306122448979592,-0.3363750000000001
106,480,1.3673469387755102,1.3673469387755102,-0.33653124999999995
107,480,1.4285714285714286,1.4285714285714286,-0.33657812499999995
108,480,1.489795918367347,1.489795918367347,-0.33659375
109,480,1.5510204081632653,1.5510204081632653,-0.3367968750000001
110,480,1.6122448979591837,1.6122448979591837,-0.33673437500000003
111,480,1.6734693877551021,1.6734693877551021,-0.33687500000000004
112,480,1.7346938775510203,1.7346938775510203,-0.33706250000000004
113,480,1.7959183673469388,1.7959183673469388,-0.33714062499999997
114,480,1.8571428571428572,1.8571428571428572,-0.33728125
115,480,1.9183673469387754,1.9183673469387754,-0.33728125
116,480,1.9795918367346939,1.9795918367346939,-0.33762500000000006
117,480,2.0408163265306123,2.0408163265306123,-0.337796875
118,480,2.1020408163265305,2.1020408163265305,-0.338171875
119,480,2.163265306122449,2.163265306122449,-0.338265625
120,480,2.2244897959183674,2.2244897959183674,-0.3387968750000001
