,Wavelength,V1,V2,Gain,Out
0,495,0.05,0.05,4,0.07209375
1,495,0.1306122448979592,0.05,4,0.07044140625
2,495,0.2112244897959184,0.05,4,0.07283203125
3,495,0.29183673469387755,0.05,4,0.07305859375
4,495,0.37244897959183676,0.05,4,0.07301953125
5,495,0.45306122448979597,0.05,4,0.07298828125
6,495,0.5336734693877552,0.05,4,0.07284765625
7,495,0.6142857142857144,0.05,4,0.0730625
8,495,0.6948979591836736,0.05,4,0.073015625
9,495,0.7755102040816327,0.05,4,0.07307812500000001
10,495,0.856122448979592,0.05,4,0.073046875
11,495,0.9367346938775512,0.05,4,0.07306640625000001
12,495,1.0173469387755103,0.05,4,0.0730390625
13,495,1.0979591836734695,0.05,4,0.072890625
14,495,1.1785714285714288,0.05,4,0.07313671875
15,495,1.259183673469388,0.05,4,0.07284765625
16,495,1.3397959183673471,0.05,4,0.0729296875
17,495,1.4204081632653063,0.05,4,0.073109375
18,495,1.5010204081632654,0.05,4,0.0729921875
19,495,1.5816326530612248,0.05,4,0.0730859375
20,495,1.662244897959184,0.05,4,0.07309375
21,495,1.742857142857143,0.05,4,0.07298828125
22,495,1.8234693877551023,0.05,4,0.07312890625
23,495,1.9040816326530614,0.05,4,0.07305078125
24,495,1.9846938775510206,0.05,4,0.07312890625
25,495,2.0653061224489795,0.05,4,0.0731015625
26,495,2.1459183673469386,0.05,4,0.07303125
27,495,2.2265306122448982,0.05,4,0.0730390625
28,495,2.3071428571428574,0.05,4,0.0731171875
29,495,2.3877551020408165,0.05,4,0.07303125
30,495,2.4683673469387757,0.05,4,0.0731484375
31,495,2.548979591836735,0.05,4,0.07302734375
32,495,2.629591836734694,0.05,4,0.073234375
33,495,2.710204081632653,0.05,4,0.0732109375
34,495,2.7908163265306123,0.05,4,0.07337890625
35,495,2.8714285714285714,0.05,4,0.0735625
36,495,2.9520408163265306,0.05,4,0.07366796875
37,495,3.0326530612244897,0.05,4,0.07404296875000001
38,495,3.1132653061224493,0.05,4,0.074265625
39,495,3.1938775510204085,0.05,4,0.0745078125
40,495,3.2744897959183676,0.05,4,0.07434375
41,495,3.355102040816327,0.05,4,0.07476171875
42,495,3.435714285714286,0.05,4,0.0750234375
43,495,3.516326530612245,0.05,4,0.07505078125
44,495,3.5969387755102042,0.05,4,0.07507421875
45,495,3.6775510204081634,0.05,4,0.07486328125
46,495,3.7581632653061225,0.05,4,0.07473828125
47,495,3.8387755102040817,0.05,4,0.07457421875
48,495,3.919387755102041,0.05,4,0.0741328125
49,495,4.0,0.05,4,0.07378125
50,495,0.05,0.05,4,0.07286328125
51,495,0.05,0.1306122448979592,4,0.07309765625
52,495,0.05,0.2112244897959184,4,0.07312890625
53,495,0.05,0.29183673469387755,4,0.07310546875
54,495,0.05,0.37244897959183676,4,0.07308203125
55,495,0.05,0.45306122448979597,4,0.07296875
56,495,0.05,0.5336734693877552,4,0.0730546875
57,495,0.05,0.6142857142857144,4,0.07287109375
58,495,0.05,0.6948979591836736,4,0.0730859375
59,495,0.05,0.7755102040816327,4,0.0729140625
60,495,0.05,0.856122448979592,4,0.0730078125
61,495,0.05,0.9367346938775512,4,0.0730390625
62,495,0.05,1.0173469387755103,4,0.07300390625
63,495,0.05,1.0979591836734695,4,0.07305078125
64,495,0.05,1.1785714285714288,4,0.0730390625
65,495,0.05,1.259183673469388,4,0.07306640625000001
66,495,0.05,1.3397959183673471,4,0.073
67,495,0.05,1.4204081632653063,4,0.072984375
68,495,0.05,1.5010204081632654,4,0.07294140625000001
69,495,0.05,1.5816326530612248,4,0.07298828125
70,495,0.05,1.662244897959184,4,0.07293359375
71,495,0.05,1.742857142857143,4,0.073046875
72,495,0.05,1.8234693877551023,4,0.072921875
73,495,0.05,1.9040816326530614,4,0.07290625
74,495,0.05,1.9846938775510206,4,0.072875
75,495,0.05,2.0653061224489795,4,0.07292578125
76,495,0.05,2.1459183673469386,4,0.07285546875
77,495,0.05,2.2265306122448982,4,0.07288671875
78,495,0.05,2.3071428571428574,4,0.0726796875
79,495,0.05,2.3877551020408165,4,0.07262890625
80,495,0.05,2.4683673469387757,4,0.07253515625
81,495,0.05,2.548979591836735,4,0.07238671875
82,495,0.05,2.629591836734694,4,0.07232812500000001
83,495,0.05,2.710204081632653,4,0.0718828125
84,495,0.05,2.7908163265306123,4,0.07160546875
85,495,0.05,2.8714285714285714,4,0.07112890625
86,495,0.05,2.9520408163265306,4,0.07016796875
87,495,0.05,3.0326530612244897,4,0.06912109375
88,495,0.05,3.1132653061224493,4,0.06725
89,495,0.05,3.1938775510204085,4,0.0646171875
90,495,0.05,3.2744897959183676,4,0.06398828125
91,495,0.05,3.355102040816327,4,0.061515625000000004
92,495,0.05,3.435714285714286,4,0.06368750000000001
93,495,0.05,3.516326530612245,4,0.06719921875
94,495,0.05,3.5969387755102042,4,0.0698828125
95,495,0.05,3.6775510204081634,4,0.07218359375
96,495,0.05,3.7581632653061225,4,0.07366796875
97,495,0.05,3.8387755102040817,4,0.074703125
98,495,0.05,3.919387755102041,4,0.0753046875
99,495,0.05,4.0,4,0.07619921875
100,495,0.05,0.05,4,0.0739765625
