,Wavelength,V1,V2,Gain,Out
0,505,0.05,0.05,4,0.07307812500000001
1,505,0.1306122448979592,0.05,4,0.06999609375
2,505,0.2112244897959184,0.05,4,0.07210156250000001
3,505,0.29183673469387755,0.05,4,0.07294921875
4,505,0.37244897959183676,0.05,4,0.07305859375
5,505,0.45306122448979597,0.05,4,0.07282812500000001
6,505,0.5336734693877552,0.05,4,0.07272265625
7,505,0.6142857142857144,0.05,4,0.0729609375
8,505,0.6948979591836736,0.05,4,0.0729921875
9,505,0.7755102040816327,0.05,4,0.0730078125
10,505,0.856122448979592,0.05,4,0.073046875
11,505,0.9367346938775512,0.05,4,0.0729453125
12,505,1.0173469387755103,0.05,4,0.07286328125
13,505,1.0979591836734695,0.05,4,0.0730390625
14,505,1.1785714285714288,0.05,4,0.0730234375
15,505,1.259183673469388,0.05,4,0.0726796875
16,505,1.3397959183673471,0.05,4,0.073015625
17,505,1.4204081632653063,0.05,4,0.0726484375
18,505,1.5010204081632654,0.05,4,0.072890625
19,505,1.5816326530612248,0.05,4,0.07302734375
20,505,1.662244897959184,0.05,4,0.0729921875
21,505,1.742857142857143,0.05,4,0.07285546875
22,505,1.8234693877551023,0.05,4,0.07287109375
23,505,1.9040816326530614,0.05,4,0.07294140625000001
24,505,1.9846938775510206,0.05,4,0.07285546875
25,505,2.0653061224489795,0.05,4,0.0728359375
26,505,2.1459183673469386,0.05,4,0.07298828125
27,505,2.2265306122448982,0.05,4,0.073046875
28,505,2.3071428571428574,0.05,4,0.072921875
29,505,2.3877551020408165,0.05,4,0.06759375000000001
30,505,2.4683673469387757,0.05,4,0.0691796875
31,505,2.548979591836735,0.05,4,0.07289453125
32,505,2.629591836734694,0.05,4,0.0729609375
33,505,2.710204081632653,0.05,4,0.07305859375
34,505,2.7908163265306123,0.05,4,0.07315625
35,505,2.8714285714285714,0.05,4,0.07318359375
36,505,2.9520408163265306,0.05,4,0.07324609375
37,505,3.0326530612244897,0.05,4,0.0732734375
38,505,3.1132653061224493,0.05,4,0.07310546875
39,505,3.1938775510204085,0.05,4,0.07294140625000001
40,505,3.2744897959183676,0.05,4,0.07219921875
