,Wavelength,V1,V2,Gain,Out
0,490,0.05,0.05,8,-0.0008234375000000016
1,490,0.11475409836065574,0.05,8,-0.0008772460937499976
2,490,0.17950819672131146,0.05,8,-0.0009013671874999934
3,490,0.24426229508196723,0.05,8,-0.0009101562500000049
4,490,0.30901639344262294,0.05,8,-0.0008617187499999984
5,490,0.37377049180327865,0.05,8,-0.000840917968749999
6,490,0.4385245901639344,0.05,8,-0.0008337890624999983
7,490,0.5032786885245902,0.05,8,-0.0008624023437499989
8,490,0.5680327868852459,0.05,8,-0.0008393554687500026
9,490,0.6327868852459017,0.05,8,-0.0008476562500000035
10,490,0.6975409836065574,0.05,8,-0.0008670898437500019
11,490,0.7622950819672132,0.05,8,-0.0008522460937499976
12,490,0.8270491803278689,0.05,8,-0.0008457031250000025
13,490,0.8918032786885246,0.05,8,-0.0008489257812499984
14,490,0.9565573770491804,0.05,8,-0.0008564453124999983
15,490,1.021311475409836,0.05,8,-0.000855273437500001
16,490,1.0860655737704918,0.05,8,-0.0008622070312500008
17,490,1.1508196721311477,0.05,8,-0.0008759765625000026
18,490,1.2155737704918033,0.05,8,-0.0008730468749999998
19,490,1.280327868852459,0.05,8,-0.0008697265625000033
20,490,1.3450819672131147,0.05,8,-0.0008707031250000053
21,490,1.4098360655737705,0.05,8,-0.0008856445312499933
22,490,1.4745901639344263,0.05,8,-0.0008789062500000056
23,490,1.539344262295082,0.05,8,-0.0008813476562500061
24,490,1.6040983606557377,0.05,8,-0.000874414062499998
25,490,1.6688524590163936,0.05,8,-0.0008868164062499906
26,490,1.7336065573770492,0.05,8,-0.0008900390625000004
27,490,1.798360655737705,0.05,8,-0.0008867187499999957
28,490,1.8631147540983608,0.05,8,-0.0008964843750000062
29,490,1.9278688524590164,0.05,8,-0.0008920898437500019
30,490,1.9926229508196722,0.05,8,-0.0009003906249999916
31,490,2.0573770491803276,0.05,8,-0.0008973632812500048
32,490,2.1221311475409834,0.05,8,-0.0009014648437499995
33,490,2.1868852459016392,0.05,8,-0.0009020507812500022
34,490,2.251639344262295,0.05,8,-0.0009086914062500006
35,490,2.3163934426229504,0.05,8,-0.0009163085937499954
36,490,2.3811475409836063,0.05,8,-0.0009188476562499964
37,490,2.445901639344262,0.05,8,-0.0009218750000000026
38,490,2.510655737704918,0.05,8,-0.0009219726562500003
39,490,2.5754098360655737,0.05,8,-0.0009264648437499994
40,490,2.640163934426229,0.05,8,-0.0009285156249999981
41,490,2.704918032786885,0.05,8,-0.0009538085937499996
42,490,2.7696721311475407,0.05,8,-0.0009638671874999949
43,490,2.8344262295081966,0.05,8,-0.0009896484374999986
44,490,2.8991803278688524,0.05,8,-0.001028222656249994
45,490,2.963934426229508,0.05,8,-0.0010597656250000032
46,490,3.0286885245901636,0.05,8,-0.0011356445312500018
47,490,3.0934426229508194,0.05,8,-0.001222656250000001
48,490,3.158196721311475,0.05,8,-0.0013108398437500003
49,490,3.222950819672131,0.05,8,-0.0013779296874999985
50,490,3.287704918032787,0.05,8,-0.0015115234374999981
51,490,3.3524590163934422,0.05,8,-0.001672167968749999
52,490,3.417213114754098,0.05,8,-0.001811230468749997
53,490,3.481967213114754,0.05,8,-0.0020015625000000007
54,490,3.5467213114754097,0.05,8,-0.0021711914062500005
55,490,3.6114754098360655,0.05,8,-0.002340136718750005
56,490,3.6762295081967213,0.05,8,-0.0025403320312500006
57,490,3.7409836065573767,0.05,8,-0.0027129882812500033
58,490,3.8057377049180325,0.05,8,-0.002858984375000001
59,490,3.8704918032786884,0.05,8,-0.0030012695312499975
60,490,3.935245901639344,0.05,8,-0.0031008789062499987
61,490,4.0,0.05,8,-0.003225000000000003
62,490,0.05,0.05,8,-0.000894921874999996
63,490,0.05,0.11475409836065574,8,-0.0008780273437499958
64,490,0.05,0.17950819672131146,8,-0.0008705078124999988
65,490,0.05,0.24426229508196723,8,-0.0008844726562499989
66,490,0.05,0.30901639344262294,8,-0.0008710937499999988
67,490,0.05,0.37377049180327865,8,-0.0009056640625000028
68,490,0.05,0.4385245901639344,8,-0.000938671875000005
69,490,0.05,0.5032786885245902,8,-0.0008980468750000054
70,490,0.05,0.5680327868852459,8,-0.0009002929687499994
71,490,0.05,0.6327868852459017,8,-0.0008760742187500003
72,490,0.05,0.6975409836065574,8,-0.0008683593749999968
73,490,0.05,0.7622950819672132,8,-0.0008672851562500028
74,490,0.05,0.8270491803278689,8,-0.0008639648437500008
75,490,0.05,0.8918032786885246,8,-0.0008686523437500066
76,490,0.05,0.9565573770491804,8,-0.0008677734374999968
77,490,0.05,1.021311475409836,8,-0.000851171874999998
78,490,0.05,1.0860655737704918,8,-0.0008746093749999989
79,490,0.05,1.1508196721311477,8,-0.000854785156249993
80,490,0.05,1.2155737704918033,8,-0.0008649414062499999
81,490,0.05,1.280327868852459,8,-0.0008533203124999972
82,490,0.05,1.3450819672131147,8,-0.0008285156249999953
83,490,0.05,1.4098360655737705,8,-0.0008503906250000026
84,490,0.05,1.4745901639344263,8,-0.0008313476562500033
85,490,0.05,1.539344262295082,8,-0.0008496093749999961
86,490,0.05,1.6040983606557377,8,-0.000848046874999997
87,490,0.05,1.6688524590163936,8,-0.0008319335937500034
88,490,0.05,1.7336065573770492,8,-0.0008427734375000024
89,490,0.05,1.798360655737705,8,-0.0008243164062499946
90,490,0.05,1.8631147540983608,8,-0.0008288085937499968
91,490,0.05,1.9278688524590164,8,-0.0008309570312500069
92,490,0.05,1.9926229508196722,8,-0.0008125976562500081
93,490,0.05,2.0573770491803276,8,-0.0008113281249999993
94,490,0.05,2.1221311475409834,8,-0.0008033203125000027
95,490,0.05,2.1868852459016392,8,-0.0008030273437500013
96,490,0.05,2.251639344262295,8,-0.00079404296875
97,490,0.05,2.3163934426229504,8,-0.0008086914062499923
98,490,0.05,2.3811475409836063,8,-0.0008054687500000046
99,490,0.05,2.445901639344262,8,-0.0007900390625000031
100,490,0.05,2.510655737704918,8,-0.0008039062499999971
101,490,0.05,2.5754098360655737,8,-0.0007780273437500068
102,490,0.05,2.640163934426229,8,-0.0007802734375000009
103,490,0.05,2.704918032786885,8,-0.0007682617187500018
104,490,0.05,2.7696721311475407,8,-0.000763769531249997
105,490,0.05,2.8344262295081966,8,-0.0007671874999999994
106,490,0.05,2.8991803278688524,8,-0.0007552734374999925
107,490,0.05,2.963934426229508,8,-0.0007389648437499952
108,490,0.05,3.0286885245901636,8,-0.0007175781250000013
109,490,0.05,3.0934426229508194,8,-0.0006983398437500094
110,490,0.05,3.158196721311475,8,-0.0006728515624999986
111,490,0.05,3.222950819672131,8,-0.0006651367187499979
