,Unnamed: 0,Wavelength,V1,V2,Gain,Out,Angle
0,0,514,5.139383151518875,6.688592534809172,4,0.03223046875,62.21924884814072
1,1,514,8.840222005196967,6.94796794808057,4,-0.02975,28.98915623400195
2,2,514,3.4599864217916405,1.8110981848412315,4,-0.0154726562499999,36.64378461395262
3,3,514,6.463637086660619,5.0804069985258495,4,-0.0090624999999999,40.080513799041285
4,4,514,1.587192288612156,8.119144398420175,4,0.0301953125,61.12812398194256
5,5,514,0.63006634503962,8.91188519846266,4,0.038921875,65.8067668823009
6,6,514,6.130167469603693,2.206150165226323,4,0.001640625,45.81886722204123
7,7,514,2.2369546015521315,5.705014492339207,4,-0.03663671875,25.29692372131985
8,8,514,1.1426112253914291,7.220799843768554,4,0.01438671875,52.65253409038022
9,9,514,4.373055408117698,8.94894747607984,4,-0.0020546875,43.837669288406914
10,10,514,8.868086232642263,6.943356444528363,4,-0.0293398437499999,29.20905663889794
11,11,514,4.359486269079734,4.528215854246903,4,-0.00098046875,44.41359892027736
12,12,514,9.215207701829351,7.445928876462767,4,-0.05030859375,17.966910224787064
13,13,514,9.946666609201626,3.818461221390492,4,-0.06371484375,10.779308419044051
14,14,514,4.146831626299181,7.247916013154188,4,-0.0193398437499999,34.57043793921907
15,15,514,4.942240165573402,8.404780305105763,4,0.072453125,83.78414855494019
16,16,514,6.984624434480573,9.445024519629513,4,-0.0295859374999999,29.077116395960346
17,17,514,6.966475225712282,4.685529645266345,4,0.01905859375,55.157304416624
18,18,514,0.7393157660474068,4.755796887089584,4,-0.0384062499999999,24.34821054591149
19,19,514,7.009516071012967,1.3130156003467257,4,-0.0019296874999999,43.90468655466095
20,20,514,2.651287605869459,7.688098756834133,4,0.01491796875,52.93735747195978
21,21,514,1.3940145969316595,0.9599204670111164,4,-0.0126367187499999,38.16423884209056
22,22,514,1.6009606546054873,7.962676627647317,4,0.02802734375,59.9657932703495
23,23,514,3.682814959794524,5.870334686483097,4,0.0279765625,59.93856750593381
